Year,Name,Position,Age,Club Name,League Name,Matches Played,Goals,Assists,Points
2004,Cristiano Lucarelli,Centre-Forward,28,AS Livorno,Serie D - E,35,24,2,26
2004,Vincenzo Montella,Centre-Forward,30,AS Roma,Serie A,37,21,5,26
2004,Liedson,Centre-Forward,26,Sporting CP,Liga Portugal,31,24,1,25
2004,Alberto Gilardino,Centre-Forward,21,Parma,Serie B,38,23,2,25
2004,Dimitar Berbatov,Centre-Forward,23,B. Leverkusen,Bundesliga,33,20,5,25
2004,Miroslav Klose,Centre-Forward,26,Werder Bremen,Bundesliga,32,15,10,25
2004,Martin Petrov,Left Winger,25,VfL Wolfsburg,Bundesliga,30,12,13,25
2004,Ricardo Oliveira,Centre-Forward,24,Real Betis,LaLiga,37,22,2,24
2004,Zlatan Ibrahimović,Centre-Forward,22,Juventus,Serie A,35,16,8,24
2004,Ronaldinho,Left Winger,24,Barcelona,LaLiga,35,9,15,24
2004,Andriy Shevchenko,Centre-Forward,27,AC Milan,Serie A,29,17,6,23
2004,Andy Johnson,Centre-Forward,23,Crystal Palace,Premier League,37,21,1,22
2004,Alex Frei,Centre-Forward,24,Stade Rennais,Ligue 1,36,20,2,22
2004,Lincoln,Attacking Midfield,25,FC Schalke 04,2. Bundesliga,31,12,10,22
2004,Enrico Chiesa,Centre-Forward,33,AC Siena,Italy,36,11,11,22
2004,Simão,Left Winger,24,Benfica,Liga Portugal,34,15,6,21
2005,Miroslav Klose,Centre-Forward,27,Werder Bremen,Bundesliga,26,25,13,38
2005,Luca Toni,Centre-Forward,28,Fiorentina,Serie A,38,31,6,37
2005,Thierry Henry,Centre-Forward,27,Arsenal,Premier League,32,27,8,35
2005,Ronaldinho,Left Winger,25,Barcelona,LaLiga,29,17,18,35
2005,Samuel Eto'o,Centre-Forward,24,Barcelona,LaLiga,34,26,7,33
2005,Dimitar Berbatov,Centre-Forward,24,B. Leverkusen,Bundesliga,34,21,9,30
2005,David Villa,Centre-Forward,23,Valencia,LaLiga,37,25,3,28
2005,David Trézéguet,Centre-Forward,27,Juventus,Serie A,32,23,4,27
2005,Didier Drogba,Centre-Forward,27,Chelsea,Premier League,29,12,15,27
2005,Andriy Shevchenko,Centre-Forward,28,AC Milan,Serie A,28,19,7,26
2005,Pauleta,Centre-Forward,32,Paris SG,Ligue 1,36,21,4,25
2005,Wayne Rooney,Centre-Forward,19,Man Utd,Premier League,36,16,9,25
2005,David Suazo,Centre-Forward,25,Cagliari Calcio,Serie A,37,22,2,24
2005,Ruud van Nistelrooy,Centre-Forward,29,Man Utd,Premier League,35,21,3,24
2005,Frank Lampard,Central Midfield,27,Chelsea,Premier League,35,16,8,24
2005,Francesco Totti,Second Striker,28,AS Roma,Serie A,24,15,9,24
2005,Marcelinho Paraíba,Attacking Midfield,30,Hertha BSC,2. Bundesliga,32,12,12,24
2005,Halil Altintop,Attacking Midfield,22,1.FC K'lautern,2. Bundesliga,34,20,3,23
2005,Alberto Gilardino,Centre-Forward,22,AC Milan,Serie A,34,17,6,23
2005,Ivan Klasnic,Centre-Forward,25,Werder Bremen,Bundesliga,30,15,8,23
2005,Kaká,Attacking Midfield,23,AC Milan,Serie A,35,14,9,23
2005,Sergej Barbarez,Second Striker,33,Hamburger SV,2. Bundesliga,33,10,13,23
2005,Roy Makaay,Centre-Forward,30,Bayern Munich,Bundesliga,31,17,5,22
2005,Liedson,Centre-Forward,27,Sporting CP,Liga Portugal,31,15,7,22
2005,Juninho Pernambucano,Attacking Midfield,30,Olympique Lyon,Ligue 1,32,9,13,22
2005,Johan Micoud,Attacking Midfield,31,Werder Bremen,Bundesliga,30,8,14,22
2005,Robert Vittek,Centre-Forward,23,1.FC Nuremberg,2. Bundesliga,30,16,5,21
2005,Tim Borowski,Central Midfield,25,Werder Bremen,Bundesliga,31,10,11,21
2005,Olivier Monterrubio,Left Winger,28,Stade Rennais,Ligue 1,32,5,16,21
2005,Cristiano Lucarelli,Centre-Forward,29,AS Livorno,Serie D - E,36,19,1,20
2005,Sylvain Wiltord,Second Striker,31,Olympique Lyon,Ligue 1,35,12,8,20
2005,Oliver Neuville,Centre-Forward,32,Bor. M'gladbach,Bundesliga,34,10,10,20
2005,Zinédine Zidane,Attacking Midfield,33,Real Madrid,LaLiga,29,9,11,20
2005,Massimo Oddo,Right-Back,29,Lazio,Serie A,35,7,13,20
2005,Francesco Tavano,Centre-Forward,26,Empoli,Serie A,37,19,0,19
2005,Darren Bent,Centre-Forward,21,Charlton,League One,36,18,1,19
2005,Robbie Keane,Centre-Forward,24,Tottenham,Premier League,36,16,3,19
2005,Nuno Gomes,Centre-Forward,28,Benfica,Liga Portugal,29,15,4,19
2005,Peter Odemwingie,Right Winger,23,LOSC Lille,Ligue 1,26,14,5,19
2005,Daniel Cousin,Centre-Forward,28,Lens,Ligue 1,33,13,6,19
2005,Lukas Podolski,Second Striker,20,1.FC Köln,Bundesliga,32,12,7,19
2005,Thomas Kahlenberg,Central Midfield,22,AJ Auxerre,Ligue 2,38,8,11,19
2005,Albert Meyong,Centre-Forward,24,Belenenses,Liga Sabseg,26,17,1,18
2005,Tommaso Rocchi,Centre-Forward,27,Lazio,Serie A,37,16,2,18
2005,Michael Ballack,Central Midfield,28,Bayern Munich,Bundesliga,26,14,4,18
2005,Ebi Smolarek,Centre-Forward,24,Bor. Dortmund,Bundesliga,34,13,5,18
2005,Yakubu Aiyegbeni,Centre-Forward,22,Middlesbrough,Championship,34,13,5,18
2005,Michael Thurk,Centre-Forward,29,1.FSV Mainz 05,Bundesliga,32,12,6,18
2005,Boubacar Sanogo,Centre-Forward,22,1.FC K'lautern,2. Bundesliga,24,10,8,18
2005,Julio Cruz,Centre-Forward,30,Inter,Serie A,31,15,2,17
2006,Francesco Totti,Second Striker,29,AS Roma,Serie A,35,26,8,34
2006,Ronaldinho,Left Winger,26,Barcelona,LaLiga,32,21,9,30
2006,Miroslav Klose,Centre-Forward,28,Werder Bremen,Bundesliga,31,13,15,28
2006,Ruud van Nistelrooy,Centre-Forward,30,Real Madrid,LaLiga,37,25,2,27
2006,Diego,Attacking Midfield,21,Werder Bremen,Bundesliga,33,13,14,27
2006,Kevin Kuranyi,Centre-Forward,24,FC Schalke 04,2. Bundesliga,34,15,11,26
2006,Wayne Rooney,Centre-Forward,20,Man Utd,Premier League,35,14,12,26
2006,Cristiano Ronaldo,Centre-Forward,21,Man Utd,Premier League,34,17,8,25
2006,Didier Drogba,Centre-Forward,28,Chelsea,Premier League,36,20,4,24
2006,Theofanis Gekas,Centre-Forward,26,VfL Bochum,Bundesliga,32,20,4,24
2006,Adrian Mutu,Centre-Forward,27,Fiorentina,Serie A,33,16,8,24
2006,Ricardo Quaresma,Right Winger,22,FC Porto,Liga Portugal,26,6,17,23
2006,Diego Milito,Centre-Forward,27,Real Zaragoza,LaLiga2,37,22,0,22
2006,Frédéric Kanouté,Centre-Forward,28,Sevilla FC,LaLiga,32,21,1,22
2006,Tommaso Rocchi,Centre-Forward,28,Lazio,Serie A,36,16,6,22
2006,Juninho Pernambucano,Attacking Midfield,31,Olympique Lyon,Ligue 1,31,10,12,22
2006,Cristiano Lucarelli,Centre-Forward,30,AS Livorno,Serie D - E,34,20,1,21
2006,Nicola Amoruso,Centre-Forward,31,Reggina,Serie D - I,34,17,4,21
2006,Roy Makaay,Centre-Forward,31,Bayern Munich,Bundesliga,33,16,5,21
2006,Alex Frei,Centre-Forward,26,Bor. Dortmund,Bundesliga,32,16,5,21
2006,Zlatan Ibrahimović,Centre-Forward,24,Inter,Serie A,27,15,6,21
2006,Mario Gómez,Centre-Forward,20,VfB Stuttgart,Bundesliga,25,14,7,21
2006,Dimitar Berbatov,Centre-Forward,25,Tottenham,Premier League,33,12,9,21
2006,Frank Lampard,Central Midfield,28,Chelsea,Premier League,37,11,10,21
2006,Christian Riganó,Centre-Forward,32,Messina Peloro,Serie C - C,27,19,1,20
2006,Diego Forlán,Centre-Forward,27,Villarreal,LaLiga,36,19,1,20
2006,Rolando Bianchi,Centre-Forward,23,Reggina,Serie D - I,37,18,2,20
2006,Luca Toni,Centre-Forward,29,Fiorentina,Serie A,29,16,4,20
2006,Sergiu Radu,Centre-Forward,28,Energie Cottbus,Regionalliga Nordost,34,14,5,19
2006,Vincenzo Iaquinta,Centre-Forward,26,Udinese,Serie A,30,14,5,19
2006,Mamadou Niang,Centre-Forward,26,Marseille,Ligue 1,37,12,7,19
2006,Samuel Eto'o,Centre-Forward,25,Barcelona,LaLiga,19,11,8,19
2006,Florent Malouda,Left Winger,26,Olympique Lyon,Ligue 1,35,10,9,19
2006,Benni McCarthy,Centre-Forward,28,Blackburn,Championship,36,18,0,18
2006,Gionatha Spinesi,Centre-Forward,28,Catania,Serie C - C,32,17,1,18
2006,Liedson,Centre-Forward,28,Sporting CP,Liga Portugal,28,15,3,18
2006,Marko Pantelic,Centre-Forward,27,Hertha BSC,2. Bundesliga,32,14,4,18
2006,Igor Budan,Centre-Forward,26,Parma,Serie B,35,13,5,18
2006,Cristiano Doni,Attacking Midfield,33,Atalanta BC,Serie A,26,13,5,18
2006,Simão,Left Winger,26,Benfica,Liga Portugal,24,11,7,18
2006,Nicolas Anelka,Centre-Forward,27,Bolton,League One,35,11,7,18
2006,Vlad Munteanu,Left Midfield,25,Energie Cottbus,Regionalliga Nordost,33,11,7,18
2006,Antonio Di Natale,Centre-Forward,28,Udinese,Serie A,31,11,7,18
2006,Frédéric Piquionne,Centre-Forward,27,Saint-Étienne,Ligue 2,32,10,8,18
2006,Mikel Arteta,Central Midfield,24,Everton,Premier League,35,9,9,18
2006,David Villa,Centre-Forward,24,Valencia,LaLiga,37,15,2,17
2006,Pauleta,Centre-Forward,33,Paris SG,Ligue 1,33,15,2,17
2006,Mark Viduka,Centre-Forward,30,Middlesbrough,Championship,29,14,3,17
2006,Steve Savidan,Centre-Forward,28,Valenciennes FC,Ligue 2,34,13,4,17
2006,Cacau,Centre-Forward,25,VfB Stuttgart,Bundesliga,32,13,4,17
2007,Cristiano Ronaldo,Centre-Forward,22,Man Utd,Premier League,34,31,7,38
2007,Dani Güiza,Centre-Forward,26,RCD Mallorca,LaLiga,37,27,7,34
2007,Luca Toni,Centre-Forward,30,Bayern Munich,Bundesliga,31,24,7,31
2007,Alessandro Del Piero,Second Striker,32,Juventus,Serie A,37,21,8,29
2007,Karim Benzema,Centre-Forward,19,Olympique Lyon,Ligue 1,36,20,9,29
2007,Emmanuel Adebayor,Centre-Forward,23,Arsenal,Premier League,36,24,4,28
2007,Fernando Torres,Centre-Forward,23,Liverpool,Premier League,33,24,4,28
2007,Sergio Agüero,Centre-Forward,19,Atlético Madrid,LaLiga,37,19,8,27
2007,Zlatan Ibrahimović,Centre-Forward,25,Inter,Serie A,26,17,10,27
2007,Cesc Fàbregas,Central Midfield,20,Arsenal,Premier League,32,7,20,27
2007,Luís Fabiano,Centre-Forward,26,Sevilla FC,LaLiga,30,24,2,26
2007,Roque Santa Cruz,Centre-Forward,25,Blackburn,Championship,37,19,7,26
2007,Kaká,Attacking Midfield,25,AC Milan,Serie A,30,15,11,26
2007,Dimitar Berbatov,Centre-Forward,26,Tottenham,Premier League,36,15,11,26
2007,Lisandro López,Centre-Forward,24,FC Porto,Liga Portugal,27,24,1,25
2007,David Trézéguet,Centre-Forward,29,Juventus,Serie A,36,20,5,25
2007,Antonio Di Natale,Centre-Forward,29,Udinese,Serie A,36,17,8,25
2007,Wayne Rooney,Centre-Forward,21,Man Utd,Premier League,27,12,13,25
2007,Raúl,Second Striker,30,Real Madrid,LaLiga,37,18,6,24
2007,David Villa,Centre-Forward,25,Valencia,LaLiga,28,18,6,24
2007,Diego,Attacking Midfield,22,Werder Bremen,Bundesliga,30,13,11,24
2007,Lionel Messi,Right Winger,20,Barcelona,LaLiga,28,10,14,24
2007,Ashley Young,Left-Back,21,Aston Villa,Premier League,37,8,16,24
2007,Marco Borriello,Centre-Forward,25,Genoa,Serie A,35,19,4,23
2007,Mario Gómez,Centre-Forward,21,VfB Stuttgart,Bundesliga,25,19,4,23
2008,Diego Forlán,Centre-Forward,29,Atlético Madrid,LaLiga,33,32,10,42
2008,Edin Dzeko,Centre-Forward,22,VfL Wolfsburg,Bundesliga,32,26,10,36
2008,Lionel Messi,Right Winger,21,Barcelona,LaLiga,31,23,13,36
2008,Grafite,Centre-Forward,29,VfL Wolfsburg,Bundesliga,25,28,7,35
2008,Samuel Eto'o,Centre-Forward,27,Barcelona,LaLiga,36,30,4,34
2008,David Villa,Centre-Forward,26,Valencia,LaLiga,33,28,6,34
2008,Gonzalo Higuaín,Centre-Forward,20,Real Madrid,LaLiga,34,22,12,34
2008,Zlatan Ibrahimović,Centre-Forward,26,Inter,Serie A,35,25,7,32
2008,Mario Gómez,Centre-Forward,22,VfB Stuttgart,Bundesliga,32,24,8,32
2008,Diego Milito,Centre-Forward,29,Genoa,Serie A,31,24,6,30
2008,Sergio Agüero,Centre-Forward,20,Atlético Madrid,LaLiga,37,17,12,29
2008,Xavi,Central Midfield,28,Barcelona,LaLiga,35,6,23,29
2008,André-Pierre Gignac,Centre-Forward,22,Toulouse,Ligue 1,38,24,4,28
2008,Juan Mata,Attacking Midfield,20,Valencia,LaLiga,37,11,17,28
2008,Steven Gerrard,Central Midfield,28,Liverpool,Premier League,31,16,11,27
2008,Michel Bastos,Left Midfield,24,LOSC Lille,Ligue 1,37,14,13,27
2008,Zvjezdan Misimovic,Attacking Midfield,26,VfL Wolfsburg,Bundesliga,33,7,20,27
2008,Marco Di Vaio,Centre-Forward,31,Bologna,Serie A,38,24,2,26
2008,Patrick Helmes,Centre-Forward,24,B. Leverkusen,Bundesliga,34,21,5,26
2008,Thierry Henry,Centre-Forward,30,Barcelona,LaLiga,29,19,7,26
2008,Raúl,Second Striker,31,Real Madrid,LaLiga,37,18,8,26
2008,Nenê,Centre-Forward,24,Nacional,Liga Sabseg,28,20,5,25
2008,Alberto Gilardino,Centre-Forward,25,Fiorentina,Serie A,35,19,6,25
2008,Nicolas Anelka,Centre-Forward,29,Chelsea,Premier League,37,19,6,25
2008,Cristiano Ronaldo,Centre-Forward,23,Man Utd,Premier League,33,18,7,25
2008,Frédéric Kanouté,Centre-Forward,30,Sevilla FC,LaLiga,34,18,7,25
2008,Vedad Ibisevic,Centre-Forward,23,TSG Hoffenheim,Bundesliga,17,18,7,25
2008,Kaká,Attacking Midfield,26,AC Milan,Serie A,31,16,9,25
2008,Antonio Cassano,Second Striker,25,Sampdoria,Serie B,35,12,13,25
2008,Álvaro Negredo,Centre-Forward,22,UD Almería,LaLiga,34,19,5,24
2008,Guillaume Hoarau,Centre-Forward,24,Paris SG,Ligue 1,33,17,6,23
2008,Fabrizio Miccoli,Centre-Forward,29,US Palermo,Serie B,30,14,9,23
2008,Yoann Gourcuff,Attacking Midfield,21,G. Bordeaux,Ligue 2,37,12,11,23
2008,Liedson,Centre-Forward,30,Sporting CP,Liga Portugal,26,17,5,22
2008,Alessandro Del Piero,Second Striker,33,Juventus,Serie A,31,13,9,22
2008,Frank Lampard,Central Midfield,30,Chelsea,Premier League,37,12,10,22
2008,Karim Benzema,Centre-Forward,20,Olympique Lyon,Ligue 1,36,17,4,21
2008,Alexandre Pato,Centre-Forward,18,AC Milan,Serie A,36,15,6,21
2008,Demba Ba,Centre-Forward,23,TSG Hoffenheim,Bundesliga,33,14,7,21
2008,Luca Toni,Centre-Forward,31,Bayern Munich,Bundesliga,25,14,7,21
2008,Kevin Kuranyi,Centre-Forward,26,FC Schalke 04,2. Bundesliga,33,13,8,21
2008,Dirk Kuyt,Right Winger,27,Liverpool,Premier League,38,12,9,21
2008,Stefan Kießling,Centre-Forward,24,B. Leverkusen,Bundesliga,34,12,9,21
2008,Alex Frei,Centre-Forward,28,Bor. Dortmund,Bundesliga,29,12,9,21
2008,Kévin Gameiro,Centre-Forward,21,FC Lorient,Ligue 1,37,11,10,21
2008,Robin van Persie,Centre-Forward,24,Arsenal,Premier League,28,11,10,21
2008,Gabriel Agbonlahor,Centre-Forward,21,Aston Villa,Premier League,36,11,10,21
2008,Lisandro López,Centre-Forward,25,FC Porto,Liga Portugal,28,10,11,21
2008,Óscar Cardozo,Centre-Forward,25,Benfica,Liga Portugal,26,17,3,20
2008,Mauro Zárate,Centre-Forward,21,Lazio,Serie A,36,13,7,20
2009,Lionel Messi,Right Winger,22,Barcelona,LaLiga,35,34,11,45
2009,Didier Drogba,Centre-Forward,31,Chelsea,Premier League,32,29,13,42
2009,Frank Lampard,Central Midfield,31,Chelsea,Premier League,36,22,16,38
2009,Antonio Di Natale,Centre-Forward,31,Udinese,Serie A,35,29,6,35
2009,Cristiano Ronaldo,Centre-Forward,24,Real Madrid,LaLiga,29,26,9,35
2009,Gonzalo Higuaín,Centre-Forward,21,Real Madrid,LaLiga,32,27,7,34
2009,Radamel Falcao,Centre-Forward,23,FC Porto,Liga Portugal,28,25,7,32
2009,Óscar Cardozo,Centre-Forward,26,Benfica,Liga Portugal,29,26,5,31
2009,Wayne Rooney,Centre-Forward,23,Man Utd,Premier League,32,26,5,31
2009,Edin Dzeko,Centre-Forward,23,VfL Wolfsburg,Bundesliga,34,22,9,31
2009,Carlos Tevez,Second Striker,25,Man City,Premier League,35,23,7,30
2009,Cesc Fàbregas,Central Midfield,22,Arsenal,Premier League,27,15,15,30
2009,Ronaldinho,Left Winger,29,AC Milan,Serie A,36,12,18,30
2009,Darren Bent,Centre-Forward,25,Sunderland,Championship,38,24,4,28
2009,Stefan Kießling,Centre-Forward,25,B. Leverkusen,Bundesliga,33,21,7,28
2009,Diego Milito,Centre-Forward,30,Inter,Serie A,35,22,5,27
2009,Fabrizio Miccoli,Centre-Forward,30,US Palermo,Serie B,35,19,8,27
2009,Kevin Kuranyi,Centre-Forward,27,FC Schalke 04,2. Bundesliga,33,18,8,26
2009,Mamadou Niang,Centre-Forward,29,Marseille,Ligue 1,32,18,7,25
2009,Diego Forlán,Centre-Forward,30,Atlético Madrid,LaLiga,33,18,7,25
2009,Kévin Gameiro,Centre-Forward,22,FC Lorient,Ligue 1,35,17,8,25
2009,Zlatan Ibrahimović,Centre-Forward,27,Barcelona,LaLiga,29,16,9,25
2009,Zvjezdan Misimovic,Attacking Midfield,27,VfL Wolfsburg,Bundesliga,31,10,15,25
2009,Mesut Özil,Attacking Midfield,20,Werder Bremen,Bundesliga,31,9,16,25
2009,Lucas Barrios,Centre-Forward,24,Bor. Dortmund,Bundesliga,33,19,5,24
2009,Cristiano Ronaldo,Centre-Forward,25,Real Madrid,LaLiga,34,40,13,53
2009,Lionel Messi,Right Winger,23,Barcelona,LaLiga,33,31,21,52
2009,Hulk,Centre-Forward,23,FC Porto,Liga Portugal,26,23,16,39
2009,Antonio Di Natale,Centre-Forward,32,Udinese Calcio,Serie A,36,28,6,34
2009,Mario Gómez,Centre-Forward,24,Bayern Munich,Bundesliga,32,28,5,33
2009,Edinson Cavani,Centre-Forward,23,SSC Napoli,Serie A,35,26,5,31
2009,Moussa Sow,Centre-Forward,24,LOSC Lille,Ligue 1,36,25,6,31
2009,Samuel Eto'o,Centre-Forward,29,Inter,Serie A,35,21,10,31
2009,David Villa,Centre-Forward,28,Barcelona,LaLiga,34,18,11,29
2009,Nani,Left Winger,23,Man Utd,Premier League,33,9,19,28
2009,Kévin Gameiro,Centre-Forward,23,FC Lorient,Ligue 1,36,22,5,27
2009,Álvaro Negredo,Centre-Forward,24,Sevilla FC,LaLiga,38,20,7,27
2009,Nenê,Attacking Midfield,28,Paris SG,Ligue 1,35,14,13,27
2009,Carlos Tevez,Second Striker,26,Man City,Premier League,31,20,6,26
2009,Gervinho,Left Winger,23,LOSC Lille,Ligue 1,35,15,11,26
2009,Zlatan Ibrahimović,Centre-Forward,28,AC Milan,Serie A,29,14,12,26
2009,Didier Drogba,Centre-Forward,32,Chelsea,Premier League,36,11,15,26
2009,Giuseppe Rossi,Centre-Forward,23,Villarreal,LaLiga,36,18,7,25
2009,Robin van Persie,Centre-Forward,26,Arsenal,Premier League,25,18,7,25
2009,Francesco Totti,Second Striker,33,AS Roma,Serie A,32,15,10,25
2009,Thomas Müller,Second Striker,20,Bayern Munich,Bundesliga,34,12,13,25
2009,Mesut Özil,Attacking Midfield,21,Real Madrid,LaLiga,36,6,19,25
2009,Dimitar Berbatov,Centre-Forward,29,Man Utd,Premier League,32,20,4,24
2009,Sergio Agüero,Centre-Forward,22,Atlético Madrid,LaLiga,32,20,4,24
2009,Fernando Llorente,Centre-Forward,25,Athletic,LaLiga,38,18,6,24
2009,Peter Odemwingie,Right Winger,28,West Brom,Championship,32,15,9,24
2009,Franck Ribéry,Left Winger,27,Bayern Munich,Bundesliga,25,7,17,24
2009,Papiss Cissé,Centre-Forward,25,SC Freiburg,Bundesliga,32,22,1,23
2009,Lisandro López,Centre-Forward,27,Olympique Lyon,Ligue 1,27,17,6,23
2009,Milivoje Novakovic,Centre-Forward,31,1.FC Köln,Bundesliga,28,17,6,23
2009,Marco Di Vaio,Centre-Forward,33,Bologna,Serie A,38,19,3,22
2009,Youssef El Arabi,Centre-Forward,23,SM Caen,Ligue 2,38,17,5,22
2009,Lucas Barrios,Centre-Forward,25,Bor. Dortmund,Bundesliga,32,16,6,22
2009,Pedro,Right Winger,22,Barcelona,LaLiga,33,13,9,22
2009,Rafael van der Vaart,Attacking Midfield,27,Tottenham,Premier League,28,13,9,22
2009,Alexis Sánchez,Centre-Forward,21,Udinese Calcio,Serie A,31,12,10,22
2009,Arjen Robben,Right Winger,26,Bayern Munich,Bundesliga,14,12,10,22
2009,Wayne Rooney,Centre-Forward,24,Man Utd,Premier League,28,11,11,22
2009,Ángel Di María,Right Winger,22,Real Madrid,LaLiga,35,6,16,22
2009,Alessandro Matri,Centre-Forward,25,Cagliari Calcio,Serie A,38,20,1,21
2009,Roberto Soldado,Centre-Forward,25,Valencia,LaLiga,34,18,3,21
2009,Karim Benzema,Centre-Forward,22,Real Madrid,LaLiga,33,15,6,21
2009,Didier Ya Konan,Centre-Forward,26,Hannover 96,2. Bundesliga,28,14,7,21
2009,Andy Carroll,Centre-Forward,21,Liverpool,Premier League,26,13,8,21
2009,Dirk Kuyt,Right Winger,29,Liverpool,Premier League,33,13,8,21
2009,Juan Mata,Attacking Midfield,22,Valencia,LaLiga,33,8,13,21
2009,Xabi Prieto,Central Midfield,26,Real Sociedad,LaLiga,37,7,14,21
2009,Mario Götze,Attacking Midfield,18,Bor. Dortmund,Bundesliga,33,6,15,21
2009,Morgan Amalfitano,Right Midfield,25,FC Lorient,Ligue 1,38,5,16,21
2009,Marvin Martin,Attacking Midfield,22,FC Sochaux,Championnat National,37,3,18,21
2010,Lionel Messi,Right Winger,24,Barcelona,LaLiga,37,50,19,69
2010,Cristiano Ronaldo,Centre-Forward,26,Real Madrid,LaLiga,38,46,12,58
2010,Robin van Persie,Centre-Forward,27,Arsenal,Premier League,38,30,13,43
2010,Klaas-Jan Huntelaar,Centre-Forward,27,FC Schalke 04,2. Bundesliga,32,29,11,40
2010,Eden Hazard,Left Winger,20,LOSC Lille,Ligue 1,38,20,18,38
2010,Zlatan Ibrahimović,Centre-Forward,29,AC Milan,Serie A,32,28,8,36
2010,Wayne Rooney,Centre-Forward,25,Man Utd,Premier League,34,27,7,34
2010,Nenê,Attacking Midfield,29,Paris SG,Ligue 1,35,21,13,34
2010,Sergio Agüero,Centre-Forward,23,Man City,Premier League,34,23,10,33
2010,Olivier Giroud,Centre-Forward,24,Montpellier,Ligue 1,36,21,12,33
2010,Franck Ribéry,Left Winger,28,Bayern Munich,Bundesliga,32,12,21,33
2010,Robert Lewandowski,Centre-Forward,22,Bor. Dortmund,Bundesliga,34,22,10,32
2010,Karim Benzema,Centre-Forward,23,Real Madrid,LaLiga,34,21,11,32
2010,Antonio Di Natale,Centre-Forward,33,Udinese Calcio,Serie A,36,23,8,31
2010,Gonzalo Higuaín,Centre-Forward,23,Real Madrid,LaLiga,35,22,9,31
2010,Marco Reus,Attacking Midfield,22,Bor. M'gladbach,Bundesliga,32,18,12,30
2010,Mario Gómez,Centre-Forward,25,Bayern Munich,Bundesliga,33,26,3,29
2010,Fabrizio Miccoli,Centre-Forward,32,US Palermo,Serie B,28,16,13,29
2010,Radamel Falcao,Centre-Forward,25,Atlético Madrid,LaLiga,35,24,4,28
2010,Claudio Pizarro,Centre-Forward,32,Werder Bremen,Bundesliga,29,18,10,28
2010,Emmanuel Adebayor,Centre-Forward,27,Tottenham,Premier League,33,17,11,28
2010,Sebastian Giovinco,Second Striker,24,Parma,Serie B,36,15,13,28
2010,Diego Milito,Centre-Forward,32,Inter,Serie A,33,24,3,27
2010,Papiss Cissé,Centre-Forward,26,Newcastle,Premier League,31,22,5,27
2010,Pierre-Emerick Aubameyang,Centre-Forward,22,Saint-Étienne,Ligue 2,36,16,11,27
2010,Hulk,Centre-Forward,24,FC Porto,Liga Portugal,26,16,11,27
2010,Lima,Centre-Forward,28,SC Braga,Liga Portugal,30,20,6,26
2010,Lukas Podolski,Second Striker,26,1.FC Köln,Bundesliga,29,18,8,26
2010,Óscar Cardozo,Centre-Forward,28,Benfica,Liga Portugal,29,20,5,25
2010,Rodrigo Palacio,Centre-Forward,29,Genoa,Serie A,32,19,6,25
2010,Martin Harnik,Right Winger,24,VfB Stuttgart,Bundesliga,34,17,8,25
2010,Shinji Kagawa,Attacking Midfield,22,Bor. Dortmund,Bundesliga,31,13,12,25
2010,Edinson Cavani,Centre-Forward,24,SSC Napoli,Serie A,35,23,1,24
2010,Clint Dempsey,Second Striker,28,Fulham,Premier League,37,17,7,24
2010,Gareth Bale,Right Winger,21,Tottenham,Premier League,36,10,14,24
2010,Jérémy Ménez,Centre-Forward,24,Paris SG,Ligue 1,33,7,17,24
2010,David Silva,Attacking Midfield,25,Man City,Premier League,36,6,17,23
2010,Mesut Özil,Attacking Midfield,22,Real Madrid,LaLiga,35,4,19,23
2010,James Rodríguez,Attacking Midfield,19,FC Porto,Liga Portugal,26,13,9,22
2010,Mario Mandzukic,Centre-Forward,25,VfL Wolfsburg,Bundesliga,32,12,10,22
2010,Julien Féret,Attacking Midfield,28,Stade Rennais,Ligue 1,35,8,14,22
2010,Rubén Castro,Centre-Forward,30,Real Betis,LaLiga,34,16,5,21
2010,Raúl,Second Striker,34,FC Schalke 04,2. Bundesliga,32,15,6,21
2010,Mirko Vucinic,Centre-Forward,27,Juventus,Serie A,32,9,12,21
2010,Juan Arango,Left Midfield,31,Bor. M'gladbach,Bundesliga,34,6,15,21
2010,Ángel Di María,Right Winger,23,Real Madrid,LaLiga,23,5,16,21
2010,Roberto Soldado,Centre-Forward,26,Valencia,LaLiga,32,17,3,20
2010,Demba Ba,Centre-Forward,26,Newcastle,Premier League,34,16,4,20
2010,Stefan Kießling,Centre-Forward,27,B. Leverkusen,Bundesliga,34,16,4,20
2010,Vedad Ibisevic,Centre-Forward,26,VfB Stuttgart,Bundesliga,25,13,7,20
2011,Lionel Messi,Right Winger,25,Barcelona,LaLiga,32,46,13,59
2011,Cristiano Ronaldo,Centre-Forward,27,Real Madrid,LaLiga,34,34,11,45
2011,Robin van Persie,Centre-Forward,28,Man Utd,Premier League,38,26,15,41
2011,Zlatan Ibrahimović,Centre-Forward,30,Paris SG,Ligue 1,34,30,10,40
2011,Stefan Kießling,Centre-Forward,28,B. Leverkusen,Bundesliga,34,25,10,35
2011,Luis Suárez,Centre-Forward,25,Liverpool,Premier League,33,23,11,34
2011,Edinson Cavani,Centre-Forward,25,SSC Napoli,Serie A,34,29,3,32
2011,Robert Lewandowski,Centre-Forward,23,Bor. Dortmund,Bundesliga,31,24,7,31
2011,Pierre-Emerick Aubameyang,Centre-Forward,23,Saint-Étienne,Ligue 2,37,19,12,31
