Year,Name,Position,Age,Club Name,League Name,Matches Played,Goals,Assists,Points
1984,Günter Thiele,Centre-Forward,22,F. Düsseldorf,2. Bundesliga,33,17,0,17
1984,Delio Onnis,Centre-Forward,36,SC Toulon Var,National 2 - Grp. A,30,17,0,17
1984,Yannick Stopyra,Centre-Forward,23,Toulouse,Ligue 1,38,17,0,17
1984,Pierre Littbarski,Attacking Midfield,24,1.FC Köln,Bundesliga,28,16,1,17
1984,Stéphane Paille,Centre-Forward,19,FC Sochaux,Championnat National,38,15,2,17
1984,Frank Mill,Centre-Forward,25,Bor. M'gladbach,Bundesliga,31,16,0,16
1984,Roland Wohlfarth,Centre-Forward,21,Bayern Munich,Bundesliga,32,12,4,16
1984,Dominique Rocheteau,Centre-Forward,29,Paris SG,Ligue 1,31,15,0,15
1984,Steve Archibald,Centre-Forward,27,Barcelona,LaLiga,32,15,0,15
1984,Thomas von Heesen,Attacking Midfield,22,Hamburger SV,2. Bundesliga,32,15,0,15
1984,Jürgen Klinsmann,Centre-Forward,19,VfB Stuttgart,Bundesliga,32,15,0,15
1984,Frank Neubarth,Centre-Forward,21,Werder Bremen,Bundesliga,31,14,0,14
1984,Philippe Anziani,Second Striker,22,Monaco,Ligue 1,34,14,0,14
1984,Negro Cabrera,Centre-Forward,27,Atlético Madrid,LaLiga,24,14,0,14
1984,Bernard Genghini,Attacking Midfield,26,Monaco,Ligue 1,34,14,0,14
1984,Uwe Rahn,Attacking Midfield,22,Bor. M'gladbach,Bundesliga,34,14,0,14
1984,Michel Pineda,Centre-Forward,20,Español,LaLiga2,32,14,0,14
1984,Omar da Fonseca,Centre-Forward,24,FC Tours,National 3 - Grp. C,36,14,0,14
1984,Patrice Garande,Centre-Forward,23,AJ Auxerre,Ligue 2,37,13,0,13
1984,Bruno Bellone,Left Winger,22,Monaco,Ligue 1,34,13,0,13
1984,Dusan Savic,Centre-Forward,29,LOSC Lille,Ligue 1,35,13,0,13
1984,Thierry Meyer,Attack,26,SEC Bastia,Ligue 2,36,13,0,13
1984,Rubén Umpiérrez,Attacking Midfield,27,AS Nancy,Championnat National,38,13,0,13
1984,Philippe Vercruysse,Attacking Midfield,22,Lens,Ligue 1,36,12,1,13
1984,Dieter Müller,Centre-Forward,30,G. Bordeaux,Ligue 2,36,12,1,13
1984,Daniel Bertoni,Right Winger,29,Napoli,Serie A,27,11,2,13
1984,Pietro Paolo Virdis,Centre-Forward,27,Milan,Serie A,28,9,4,13
1984,Wolfgang Schäfer,Centre-Forward,25,Bay. Uerdingen,Oberliga Niederrhein,30,12,0,12
1984,Éric Pécout,Centre-Forward,28,R. Strasbourg,Ligue 1,37,12,0,12
1984,Uwe Reinders,Centre-Forward,29,Werder Bremen,Bundesliga,28,12,0,12
1984,Emanuel Günther,Centre-Forward,29,Karlsruher SC,2. Bundesliga,32,12,0,12
1984,Hans-Jörg Criens,Centre-Forward,23,Bor. M'gladbach,Bundesliga,31,12,0,12
1984,Massimo Briaschi,Second Striker,26,Juventus,Serie A,27,12,0,12
1984,Walter Kelsch,Right Winger,28,R. Strasbourg,Ligue 1,37,12,0,12
1985,Stefan Kuntz,Centre-Forward,22,VfL Bochum,Bundesliga,34,22,2,24
1985,Jules Bocandé,Centre-Forward,26,FC Metz,Ligue 1,32,23,0,23
1985,Hugo Sánchez,Centre-Forward,26,Real Madrid,LaLiga,33,22,1,23
1985,Karl Allgöwer,Central Midfield,28,VfB Stuttgart,Bundesliga,33,21,0,21
1985,Roland Wohlfarth,Centre-Forward,22,Bayern Munich,Bundesliga,25,13,8,21
1985,Frank Neubarth,Centre-Forward,22,Werder Bremen,Bundesliga,32,20,0,20
1985,Roberto Pruzzo,Centre-Forward,30,AS Roma,Serie A,24,19,1,20
1985,Victor Ramos,Attack,26,SC Toulon Var,National 2 - Grp. A,38,19,0,19
1985,Dominique Rocheteau,Centre-Forward,30,Paris SG,Ligue 1,35,19,0,19
1985,Dieter Hoeneß,Centre-Forward,32,Bayern Munich,Bundesliga,31,15,4,19
1985,Vahid Halilhodzic,Centre-Forward,32,FC Nantes,Ligue 1,36,18,0,18
1985,Klaus Täuber,Centre-Forward,27,FC Schalke 04,2. Bundesliga,33,16,2,18
1985,Abdelkarim Krimau,Centre-Forward,30,Le Havre AC,Ligue 1,34,17,0,17
1985,Bum-kun Cha,Centre-Forward,32,B. Leverkusen,Bundesliga,34,17,0,17
1985,Lothar Matthäus,Defensive Midfield,24,Bayern Munich,Bundesliga,23,10,7,17
1985,Jürgen Klinsmann,Centre-Forward,20,VfB Stuttgart,Bundesliga,33,16,0,16
1985,José Mari Bakero,Attacking Midfield,22,Real Sociedad,LaLiga,29,16,0,16
1985,Thomas Allofs,Centre-Forward,25,1.FC K'lautern,2. Bundesliga,31,16,0,16
1985,Jorge Valdano,Centre-Forward,29,Real Madrid,LaLiga,32,16,0,16
1985,Diego Maradona,Attacking Midfield,24,Napoli,Serie A,29,11,5,16
1985,Michael Rummenigge,Attacking Midfield,21,Bayern Munich,Bundesliga,31,10,6,16
1985,Uwe Reinders,Centre-Forward,30,G. Bordeaux,Ligue 2,35,15,0,15
1985,Jürgen Wegmann,Centre-Forward,21,Bor. Dortmund,Bundesliga,33,14,1,15
1985,Pietro Paolo Virdis,Centre-Forward,28,Milan,Serie A,28,6,9,15
1985,Herbert Waas,Centre-Forward,21,B. Leverkusen,Bundesliga,34,14,0,14
1985,Thomas Remark,Centre-Forward,25,Waldh. Mannheim,3. Liga,27,14,0,14
1985,Gérard Buscher,Centre-Forward,25,Brest Armorique,Ligue 1,34,14,0,14
1985,Pascal Mariini,Centre-Forward,24,Brest Armorique,Ligue 1,36,14,0,14
1985,Chérif Oudjani,Centre-Forward,20,Stade Lavallois,Ligue 2,31,14,0,14
1985,Manfred Burgsmüller,Attacking Midfield,35,Werder Bremen,Bundesliga,20,13,1,14
1985,Karl-Heinz Rummenigge,Centre-Forward,29,Inter,Serie A,24,13,1,14
1985,Bernard Bureau,Right Winger,26,LOSC Lille,Ligue 1,34,13,0,13
1985,Bernard Genghini,Attacking Midfield,27,Monaco,Ligue 1,34,13,0,13
1985,Frank Mill,Centre-Forward,26,Bor. M'gladbach,Bundesliga,30,13,0,13
1985,Pello Uralde,Right Winger,27,Real Sociedad,LaLiga,30,13,0,13
1985,Frank Hartmann,Attacking Midfield,24,FC Schalke 04,2. Bundesliga,34,13,0,13
1985,Dieter Eckstein,Centre-Forward,21,1.FC Nuremberg,2. Bundesliga,33,12,0,12
1985,Hans-Jörg Criens,Centre-Forward,24,Bor. M'gladbach,Bundesliga,32,12,0,12
1985,Christian Schreier,Attacking Midfield,26,B. Leverkusen,Bundesliga,33,12,0,12
1985,Michel Platini,Attacking Midfield,30,Juventus,Serie A,30,12,0,12
1985,Bruno Giordano,Centre-Forward,28,Napoli,Serie A,25,10,2,12
1985,Emilio Butragueño,Centre-Forward,22,Real Madrid,LaLiga,31,10,2,12
1985,Bernd Schuster,Attacking Midfield,25,Barcelona,LaLiga,22,10,2,12
1985,Sören Lerby,Central Midfield,27,Bayern Munich,Bundesliga,31,8,4,12
1985,Junior,Left-Back,31,Torino,Serie A,30,4,8,12
1985,Aldo Serena,Centre-Forward,25,Juventus,Serie A,25,11,0,11
1985,Gérard Soler,Centre-Forward,31,LOSC Lille,Ligue 1,36,11,0,11
1985,Heinz Gründel,Centre-Forward,28,Hamburger SV,2. Bundesliga,30,11,0,11
1985,Daniel Passarella,Sweeper,32,Fiorentina,Serie A,29,11,0,11
1985,Yannick Stopyra,Centre-Forward,24,Toulouse,Ligue 1,37,11,0,11
1986,Hugo Sánchez,Centre-Forward,27,Real Madrid,LaLiga,41,34,1,35
1986,Uwe Rahn,Attacking Midfield,24,Bor. M'gladbach,Bundesliga,31,24,0,24
1986,Fritz Walter,Centre-Forward,25,Waldh. Mannheim,3. Liga,33,23,0,23
1986,Rudi Völler,Centre-Forward,26,Werder Bremen,Bundesliga,30,22,0,22
1986,Norbert Dickel,Centre-Forward,24,Bor. Dortmund,Bundesliga,32,20,0,20
1986,Gary Lineker,Centre-Forward,25,Barcelona,LaLiga,41,20,0,20
1986,Pietro Paolo Virdis,Centre-Forward,29,Milan,Serie A,28,17,3,20
1986,Frank Mill,Centre-Forward,27,Bor. Dortmund,Bundesliga,31,17,3,20
1986,Bernard Zénier,Centre-Forward,28,FC Metz,Ligue 1,37,18,0,18
1986,Pichi Alonso,Centre-Forward,31,Español,LaLiga2,41,17,0,17
1986,Frank Hartmann,Attacking Midfield,25,1.FC K'lautern,2. Bundesliga,32,17,0,17
1986,Gabriel Calderón,Attacking Midfield,26,Real Betis,LaLiga,26,16,0,16
1986,Harald Kohr,Centre-Forward,24,1.FC K'lautern,2. Bundesliga,27,16,0,16
1986,Jürgen Klinsmann,Centre-Forward,21,VfB Stuttgart,Bundesliga,32,16,0,16
1986,Herbert Waas,Centre-Forward,22,B. Leverkusen,Bundesliga,33,15,1,16
1986,Lothar Matthäus,Defensive Midfield,25,Bayern Munich,Bundesliga,31,14,2,16
1986,Gérard Buscher,Centre-Forward,26,Brest Armorique,Ligue 1,37,15,0,15
1986,Julio Salinas,Centre-Forward,24,Atlético Madrid,LaLiga,38,15,0,15
1986,Klaus Allofs,Centre-Forward,29,1.FC Köln,Bundesliga,33,14,1,15
1986,Alberto Márcico,Second Striker,26,Toulouse,Ligue 1,25,14,1,15
1986,Michael Zorc,Defensive Midfield,23,Bor. Dortmund,Bundesliga,32,14,0,14
1986,Wolfram Wuttke,Second Striker,24,1.FC K'lautern,2. Bundesliga,32,14,0,14
1986,Philippe Fargeon,Second Striker,22,G. Bordeaux,Ligue 2,18,14,0,14
1986,Christian Schreier,Attacking Midfield,27,B. Leverkusen,Bundesliga,33,14,0,14
1986,Carmelo Micciche,Centre-Forward,22,FC Metz,Ligue 1,32,14,0,14
1986,Ramón,Centre-Forward,22,Sevilla FC,LaLiga,34,14,0,14
1986,Enzo Francescoli,Centre-Forward,24,RC Paris,National 2 - Grp. C,35,14,0,14
1986,Enrique Magdaleno,Centre-Forward,30,RCD Mallorca,LaLiga,26,14,0,14
1986,Gianluca Vialli,Centre-Forward,21,Sampdoria,Serie B,28,12,2,14
1986,Emilio Butragueño,Centre-Forward,23,Real Madrid,LaLiga,35,11,3,14
1986,Diego Maradona,Attacking Midfield,25,Napoli,Serie A,29,10,4,14
1986,Jean-Pierre Papin,Centre-Forward,22,Marseille,Ligue 1,33,13,0,13
1986,Michel Pineda,Centre-Forward,22,Español,LaLiga2,40,13,0,13
1986,Philippe Desmet,Attacking Midfield,27,LOSC Lille,Ligue 1,34,13,0,13
1986,Eric Cantona,Second Striker,20,AJ Auxerre,Ligue 2,36,13,0,13
1986,Poli Rincón,Centre-Forward,29,Real Betis,LaLiga,29,13,0,13
1986,Victor Ramos,Attack,27,SC Toulon Var,National 2 - Grp. A,28,13,0,13
1986,Chérif Oudjani,Centre-Forward,21,Lens,Ligue 1,32,13,0,13
1986,Zlatko Vujovic,Centre-Forward,27,G. Bordeaux,Ligue 2,35,12,0,12
1986,Luis Flores,Centre-Forward,24,Sporting Gijón,LaLiga2,31,12,0,12
1986,Thomas von Heesen,Attacking Midfield,24,Hamburger SV,2. Bundesliga,33,12,0,12
1986,Jorge Contreras,Attacking Midfield,25,UD Las Palmas,LaLiga,26,12,0,12
1986,Gérald Passi,Attacking Midfield,22,Toulouse,Ligue 1,37,12,0,12
1986,Alessandro Altobelli,Centre-Forward,30,Inter,Serie A,28,11,1,12
1986,Yannick Stopyra,Centre-Forward,25,Toulouse,Ligue 1,38,11,0,11
1986,Robert Llorens,Attacking Midfield,30,Le Havre AC,Ligue 1,24,11,0,11
1986,Eloy Olaya,Centre-Forward,21,Sporting Gijón,LaLiga2,43,11,0,11
1986,Roland Wohlfarth,Centre-Forward,23,Bayern Munich,Bundesliga,27,11,0,11
1986,José Mari Bakero,Attacking Midfield,23,Real Sociedad,LaLiga,39,11,0,11
1987,Hugo Sánchez,Centre-Forward,28,Real Madrid,LaLiga,36,29,0,29
1987,Diego Maradona,Attacking Midfield,26,Napoli,Serie A,27,15,9,24
1987,Jürgen Klinsmann,Centre-Forward,22,VfB Stuttgart,Bundesliga,34,19,2,21
1987,Jean-Pierre Papin,Centre-Forward,23,Marseille,Ligue 1,37,19,0,19
1987,Ruud Gullit,Attacking Midfield,24,Milan,Serie A,29,9,10,19
1987,Karl-Heinz Riedle,Centre-Forward,21,Werder Bremen,Bundesliga,33,18,0,18
1987,Patrice Garande,Centre-Forward,26,Saint-Étienne,Ligue 2,37,17,0,17
1987,José Mari Bakero,Attacking Midfield,24,Real Sociedad,LaLiga,32,17,0,17
1987,Siegfried Reich,Centre-Forward,27,Hannover 96,2. Bundesliga,34,17,0,17
1987,Lothar Matthäus,Defensive Midfield,26,Bayern Munich,Bundesliga,26,17,0,17
1987,Julio Salinas,Centre-Forward,25,Atlético Madrid,LaLiga,37,16,0,16
1987,Harald Kohr,Centre-Forward,25,1.FC K'lautern,2. Bundesliga,30,16,0,16
1987,Gary Lineker,Centre-Forward,26,Barcelona,LaLiga,36,16,0,16
1987,Fritz Walter,Centre-Forward,26,VfB Stuttgart,Bundesliga,33,16,0,16
1987,Olaf Thon,Central Midfield,21,FC Schalke 04,2. Bundesliga,28,14,2,16
1987,Frank Ordenewitz,Centre-Forward,22,Werder Bremen,Bundesliga,30,15,0,15
1987,Dieter Eckstein,Centre-Forward,23,1.FC Nuremberg,2. Bundesliga,33,15,0,15
1987,Pello Uralde,Right Winger,29,Athletic,LaLiga,38,15,0,15
1987,Joaquín,Attacking Midfield,31,Sporting Gijón,LaLiga2,37,14,0,14
1987,Mark Hateley,Centre-Forward,25,Monaco,Ligue 1,28,14,0,14
1987,Michel,Right Midfield,24,Real Madrid,LaLiga,35,14,0,14
1987,Roberto Baggio,Second Striker,20,Fiorentina,Serie A,27,6,8,14
1987,Michael Zorc,Defensive Midfield,24,Bor. Dortmund,Bundesliga,23,13,0,13
1987,Mo Johnston,Centre-Forward,24,FC Nantes,Ligue 1,32,13,0,13
1987,Uwe Leifeld,Centre-Forward,20,VfL Bochum,Bundesliga,30,13,0,13
1987,Flemming Povlsen,Centre-Forward,20,1.FC Köln,Bundesliga,34,13,0,13
1987,Chérif Oudjani,Centre-Forward,22,Lens,Ligue 1,30,13,0,13
1987,Jürgen Wegmann,Centre-Forward,23,Bayern Munich,Bundesliga,27,13,0,13
1987,Klaus Allofs,Centre-Forward,30,Marseille,Ligue 1,31,13,0,13
1987,Roger Milla,Centre-Forward,35,Montpellier,Ligue 1,33,13,0,13
1987,Careca,Centre-Forward,26,Napoli,Serie A,25,13,0,13
1987,Philippe Fargeon,Second Striker,23,G. Bordeaux,Ligue 2,36,13,0,13
1987,Emilio Butragueño,Centre-Forward,24,Real Madrid,LaLiga,32,12,1,13
1987,Pietro Paolo Virdis,Centre-Forward,30,Milan,Serie A,25,12,1,13
1987,Rubén Sosa,Centre-Forward,21,Real Zaragoza,LaLiga2,22,12,0,12
1987,Philippe Tibeuf,Centre-Forward,25,Saint-Étienne,Ligue 2,31,12,0,12
1987,Uwe Rahn,Attacking Midfield,25,Bor. M'gladbach,Bundesliga,25,12,0,12
1987,Giuseppe Giannini,Attacking Midfield,22,AS Roma,Serie A,28,11,1,12
1987,Lajos Détári,Attacking Midfield,24,E. Frankfurt,Bundesliga,33,11,0,11
1987,Bruno Labbadia,Centre-Forward,21,Hamburger SV,2. Bundesliga,31,11,0,11
1987,Christian Hochstätter,Defensive Midfield,23,Bor. M'gladbach,Bundesliga,32,11,0,11
1987,Erwin Vandenbergh,Centre-Forward,28,LOSC Lille,Ligue 1,30,11,0,11
1987,Roland Wohlfarth,Centre-Forward,24,Bayern Munich,Bundesliga,29,11,0,11
1987,Christian Perez,Attacking Midfield,24,Montpellier,Ligue 1,33,11,0,11
1987,Loren,Centre-Back,20,Real Sociedad,LaLiga,36,11,0,11
1987,Joaquín Villa,Attack,26,Sporting Gijón,LaLiga2,25,11,0,11
1987,Christian Schreier,Attacking Midfield,28,B. Leverkusen,Bundesliga,26,11,0,11
1987,François Omam-Biyik,Centre-Forward,21,Stade Lavallois,Ligue 2,24,11,0,11
1987,Karl-Heinz Bührer,Centre-Forward,27,Waldh. Mannheim,3. Liga,29,11,0,11
1988,Baltazar,Centre-Forward,29,Atlético Madrid,LaLiga,36,35,0,35
1988,Hugo Sánchez,Centre-Forward,29,Real Madrid,LaLiga,35,27,0,27
1988,Marco van Basten,Centre-Forward,23,Milan,Serie A,33,19,8,27
1988,Roland Wohlfarth,Centre-Forward,25,Bayern Munich,Bundesliga,33,18,6,24
1988,Aldo Serena,Centre-Forward,28,Inter,Serie A,32,22,1,23
1988,Jean-Pierre Papin,Centre-Forward,24,Marseille,Ligue 1,36,22,0,22
1988,Uwe Bein,Attacking Midfield,27,Hamburger SV,2. Bundesliga,28,15,7,22
1988,Careca,Centre-Forward,27,Napoli,Serie A,30,19,2,21
1988,Thomas Allofs,Centre-Forward,28,1.FC Köln,Bundesliga,33,17,4,21
1988,Roberto Baggio,Second Striker,21,Fiorentina,Serie A,30,15,6,21
1988,Fritz Walter,Centre-Forward,27,VfB Stuttgart,Bundesliga,33,13,8,21
1988,Jürgen Klinsmann,Centre-Forward,23,VfB Stuttgart,Bundesliga,25,13,8,21
1988,Julio Salinas,Centre-Forward,26,Barcelona,LaLiga,37,20,0,20
1988,Glenn Hoddle,Attacking Midfield,30,Monaco,Ligue 1,32,18,1,19
1988,Stefan Kuntz,Centre-Forward,25,Bay. Uerdingen,Oberliga Niederrhein,33,13,6,19
1988,Jan Furtok,Centre-Forward,26,Hamburger SV,2. Bundesliga,21,9,10,19
1988,Olaf Thon,Central Midfield,22,Bayern Munich,Bundesliga,32,8,11,19
1988,Manfred Bockenfeld,Right-Back,27,Waldh. Mannheim,3. Liga,32,7,12,19
1988,Zlatko Vujovic,Centre-Forward,29,Cannes,National 2 - Grp. A,34,18,0,18
1988,Karl-Heinz Riedle,Centre-Forward,22,Werder Bremen,Bundesliga,33,13,5,18
1988,Andreas Möller,Attacking Midfield,20,Bor. Dortmund,Bundesliga,29,11,7,18
1988,Peter Reichert,Centre-Forward,26,R. Strasbourg,Ligue 1,36,12,5,17
1988,Diego Maradona,Attacking Midfield,27,Napoli,Serie A,26,9,8,17
1988,Wolfram Wuttke,Second Striker,26,1.FC K'lautern,2. Bundesliga,24,7,10,17
1988,Stéphane Paille,Centre-Forward,23,FC Sochaux,Championnat National,35,16,0,16
1988,Frank Neubarth,Centre-Forward,25,Werder Bremen,Bundesliga,27,13,3,16
1988,Jürgen Wegmann,Centre-Forward,24,Bayern Munich,Bundesliga,31,12,4,16
1988,Norbert Dickel,Centre-Forward,26,Bor. Dortmund,Bundesliga,27,12,4,16
1988,Fabrice Mège,Attacking Midfield,23,R. Strasbourg,Ligue 1,35,11,5,16
1988,Günter Breitzke,Right Midfield,21,Bor. Dortmund,Bundesliga,31,10,6,16
1988,Pierre Littbarski,Attacking Midfield,28,1.FC Köln,Bundesliga,30,5,11,16
1988,Emilio Butragueño,Centre-Forward,25,Real Madrid,LaLiga,33,15,0,15
1988,Daniel Bravo,Central Midfield,25,OGC Nice,Ligue 1,29,15,0,15
1988,Daniel Xuereb,Centre-Forward,28,Paris SG,Ligue 1,38,15,0,15
1988,Laurent Blanc,Centre-Back,22,Montpellier,Ligue 1,35,15,0,15
1988,George Weah,Centre-Forward,21,Monaco,Ligue 1,23,14,1,15
1988,Andrea Carnevale,Centre-Forward,27,Napoli,Serie A,28,13,2,15
1988,Hans-Jörg Criens,Centre-Forward,27,Bor. M'gladbach,Bundesliga,32,13,2,15
1988,Thomas von Heesen,Attacking Midfield,26,Hamburger SV,2. Bundesliga,33,9,6,15
1988,Maurizio Gaudino,Attacking Midfield,21,VfB Stuttgart,Bundesliga,30,8,7,15
1988,Marek Lesniak,Centre-Forward,24,B. Leverkusen,Bundesliga,28,7,8,15
1988,Alberico Evani,Left Midfield,25,Milan,Serie A,30,3,12,15
1988,Gianluca Vialli,Centre-Forward,23,Sampdoria,Serie B,30,14,0,14
1988,Fernando,Midfield,22,Valencia,LaLiga,36,14,0,14
1988,Stefano Borgonovo,Centre-Forward,24,Fiorentina,Serie A,30,14,0,14
1988,Fabrice Divert,Centre-Forward,21,SM Caen,Ligue 2,31,14,0,14
1988,Erwin Vandenbergh,Centre-Forward,29,LOSC Lille,Ligue 1,31,14,0,14
1988,Uwe Leifeld,Centre-Forward,21,VfL Bochum,Bundesliga,34,13,1,14
1988,Karl Allgöwer,Central Midfield,31,VfB Stuttgart,Bundesliga,32,12,2,14
1988,Harald Kohr,Centre-Forward,26,1.FC K'lautern,2. Bundesliga,29,12,2,14
1989,Hugo Sánchez,Centre-Forward,30,Real Madrid,LaLiga,35,38,0,38
1989,Toni Polster,Centre-Forward,25,Sevilla FC,LaLiga,35,33,0,33
1989,Jean-Pierre Papin,Centre-Forward,25,Marseille,Ligue 1,36,30,1,31
1989,Diego Maradona,Attacking Midfield,28,Napoli,Serie A,28,16,10,26
1989,Roberto Baggio,Second Striker,22,Fiorentina,Serie A,32,17,5,22
1989,Andreas Möller,Attacking Midfield,21,Bor. Dortmund,Bundesliga,32,10,12,22
1989,Marco van Basten,Centre-Forward,24,Milan,Serie A,26,19,2,21
1989,Jörn Andersen,Centre-Forward,26,E. Frankfurt,Bundesliga,34,18,3,21
1989,Chris Waddle,Attacking Midfield,28,Marseille,Ligue 1,37,9,12,21
1989,Stefan Kuntz,Centre-Forward,26,1.FC K'lautern,2. Bundesliga,32,15,4,19
1989,Jürgen Klinsmann,Centre-Forward,24,Inter,Serie A,31,13,6,19
1989,Lothar Matthäus,Defensive Midfield,28,Inter,Serie A,25,11,8,19
1989,Uwe Bein,Attacking Midfield,28,E. Frankfurt,Bundesliga,33,9,10,19
1989,Aldo Serena,Centre-Forward,29,Inter,Serie A,30,9,10,19
1989,Kálmán Kovács,Centre-Forward,23,AJ Auxerre,Ligue 2,37,18,0,18
1989,Baltazar,Centre-Forward,30,Atlético Madrid,LaLiga,38,18,0,18
1989,Enzo Francescoli,Centre-Forward,27,Marseille,Ligue 1,28,11,7,18
1989,Roby Langers,Centre-Forward,28,OGC Nice,Ligue 1,29,17,0,17
1989,Julio Salinas,Centre-Forward,27,Barcelona,LaLiga,34,15,2,17
1989,Milos Bursac,Centre-Forward,24,SC Toulon Var,National 2 - Grp. A,37,16,0,16
1989,John Aldridge,Centre-Forward,29,Real Sociedad,LaLiga,28,16,0,16
1989,Salvatore Schillaci,Centre-Forward,24,Juventus,Serie A,30,15,1,16
1989,Rudi Völler,Centre-Forward,29,AS Roma,Serie A,32,14,2,16
1989,Roland Wohlfarth,Centre-Forward,26,Bayern Munich,Bundesliga,24,13,3,16
1989,Roberto Mancini,Second Striker,24,Sampdoria,Serie B,31,11,5,16
1989,Wynton Rufer,Centre-Forward,26,Werder Bremen,Bundesliga,34,10,6,16
1989,Pierre Littbarski,Attacking Midfield,29,1.FC Köln,Bundesliga,34,8,8,16
1989,Miguel Pardeza,Second Striker,24,Real Zaragoza,LaLiga2,37,15,0,15
1989,Ramón Díaz,Centre-Forward,29,Monaco,Ligue 1,28,15,0,15
1989,Fabrice Divert,Centre-Forward,22,SM Caen,Ligue 2,38,15,0,15
1989,Ronald Koeman,Sweeper,26,Barcelona,LaLiga,36,14,1,15
1989,Klaus Allofs,Centre-Forward,32,G. Bordeaux,Ligue 2,37,14,0,14
1989,Rafa Martín Vázquez,Attacking Midfield,23,Real Madrid,LaLiga,34,14,0,14
1989,Jean-Marc Ferreri,Attacking Midfield,26,G. Bordeaux,Ligue 2,35,14,0,14
1989,Piet den Boer,Centre-Forward,31,G. Bordeaux,Ligue 2,37,14,0,14
1989,Carlos Muñoz,Attack,27,Real Oviedo,LaLiga2,32,14,0,14
1989,Aziz Bouderbala,Attacking Midfield,28,RC Paris,National 2 - Grp. C,35,14,0,14
1989,Fritz Walter,Centre-Forward,28,VfB Stuttgart,Bundesliga,31,13,1,14
1989,Daniele Massaro,Centre-Forward,28,Milan,Serie A,30,10,4,14
1989,Lyuboslav Penev,Centre-Forward,22,Valencia,LaLiga,27,13,0,13
1989,Gustavo Dezotti,Centre-Forward,25,Cremonese,Serie B,32,13,0,13
1989,Guy Mengual,Attack,29,Cannes,National 2 - Grp. A,33,13,0,13
1989,José Mari Bakero,Attacking Midfield,26,Barcelona,LaLiga,30,13,0,13
1989,Fernando,Midfield,23,Valencia,LaLiga,37,13,0,13
1989,Falko Götz,Attacking Midfield,27,1.FC Köln,Bundesliga,33,11,2,13
1989,Laurent Blanc,Centre-Back,23,Montpellier,Ligue 1,36,12,0,12
1989,Eugène Kabongo,Attack,28,Olympique Lyon,Ligue 1,27,12,0,12
1989,Manolo,Centre-Forward,24,Atlético Madrid,LaLiga,34,12,0,12
1989,Franck Priou,Centre-Forward,25,Mulhouse S-A,France,32,12,0,12
1989,Alberto Márcico,Second Striker,29,Toulouse,Ligue 1,35,12,0,12
1990,Roberto Mancini,Second Striker,25,Sampdoria,Serie B,30,12,19,31
1990,Roland Wohlfarth,Centre-Forward,27,Bayern Munich,Bundesliga,34,21,9,30
1990,Jan Furtok,Centre-Forward,28,Hamburger SV,2. Bundesliga,32,20,6,26
1990,Jean-Pierre Papin,Centre-Forward,26,Marseille,Ligue 1,36,23,1,24
1990,Gianluca Vialli,Centre-Forward,25,Sampdoria,Serie B,26,19,5,24
1990,Andreas Möller,Attacking Midfield,22,E. Frankfurt,Bundesliga,32,16,8,24
1990,Emilio Butragueño,Centre-Forward,27,Real Madrid,LaLiga,35,19,4,23
1990,Uwe Bein,Attacking Midfield,29,E. Frankfurt,Bundesliga,31,8,15,23
1990,Roberto Baggio,Second Striker,23,Juventus,Serie A,33,14,7,21
1990,Wynton Rufer,Centre-Forward,27,Werder Bremen,Bundesliga,33,15,5,20
1990,Brian Laudrup,Right Winger,21,Bayern Munich,Bundesliga,33,9,11,20
1990,Fritz Walter,Centre-Forward,29,VfB Stuttgart,Bundesliga,26,12,7,19
1990,Thomas Allofs,Centre-Forward,30,F. Düsseldorf,2. Bundesliga,32,15,3,18
1990,Souleyman Sané,Centre-Forward,29,Wattenscheid 09,Oberliga Westfalen,33,13,5,18
1990,Marco van Basten,Centre-Forward,25,Milan,Serie A,31,11,7,18
1990,Matthias Sammer,Sweeper,22,VfB Stuttgart,Bundesliga,30,11,7,18
1990,Klaus Allofs,Centre-Forward,33,Werder Bremen,Bundesliga,31,10,8,18
1990,John Aldridge,Centre-Forward,30,Real Sociedad,LaLiga,35,17,0,17
1990,Lothar Matthäus,Defensive Midfield,29,Inter,Serie A,31,16,1,17
1990,Maurice Banach,Centre-Forward,22,1.FC Köln,Bundesliga,31,13,4,17
1990,José Mari Bakero,Attacking Midfield,27,Barcelona,LaLiga,34,13,4,17
1990,Julio Salinas,Centre-Forward,28,Barcelona,LaLiga,33,11,6,17
1990,Milan Luhovy,Centre-Forward,27,Sporting Gijón,LaLiga2,31,16,0,16
1990,Manolo,Centre-Forward,25,Atlético Madrid,LaLiga,37,16,0,16
1990,Kálmán Kovács,Centre-Forward,24,AJ Auxerre,Ligue 2,32,16,0,16
1990,Carlos Aguilera,Centre-Forward,25,Genoa,Serie A,31,15,1,16
1990,Nando,Centre-Forward,23,Hamburger SV,2. Bundesliga,30,11,5,16
1990,Bruno Labbadia,Centre-Forward,24,1.FC K'lautern,2. Bundesliga,22,9,7,16
1990,Manfred Bender,Attacking Midfield,24,Bayern Munich,Bundesliga,33,5,11,16
1990,Luis Enrique,Right Midfield,20,Sporting Gijón,LaLiga2,35,15,0,15
1990,Tomas Skuhravy,Centre-Forward,24,Genoa,Serie A,33,15,0,15
